account_id,rf_prob,true_label,sage_prob,ensemble_prob,ensemble_pred,risk_tier
246162_811277F50,0.11039024599539565,0,0.108268596,0.1091172561373207,0,LOW
11296_809727660,0.9961954704359102,1,0.98625886,0.9902335187369556,1,CRITICAL
131466_80BAD5200,0.9994557984351172,1,0.99329317,0.9957582548331838,1,CRITICAL
221891_80DA2DB10,0.059544683270524,0,0.10574602,0.08726549030259055,0,LOW
41213_8110BFE80,0.16944740761574367,0,0.11963939,0.1395626025369019,0,LOW
154148_8140395F1,0.09771913465641346,0,0.12930411,0.11667012493523918,0,LOW
128684_81268F780,0.0990607614239864,0,0.10574602,0.10307192156397552,0,LOW
4523_8023FFD70,0.10269479808194878,0,0.105745934,0.10452548407309628,0,LOW
2591_801FA5940,0.10938588982490353,0,0.119639695,0.11553817423450014,0,LOW
43049_80FE50CC0,0.18820448463444892,0,0.108268596,0.14024295159294203,0,LOW
24144_801FC9B30,0.10165763935110204,0,0.119639665,0.11244685914381836,0,LOW
128557_80AF7A7F0,0.0858130285774187,0,0.10802693,0.09914137342113319,0,LOW
25768_80D2DC0C0,0.3463894470203505,0,0.119639054,0.2103392171330685,0,LOW
28717_81198E560,0.061467868048090894,0,0.11963967,0.09637095062261389,0,LOW
125811_8097F45D0,0.07606158036862948,0,0.10759806,0.09498347343554155,0,LOW
28627_805311BA0,0.05688690872679827,0,0.119639695,0.09453858179525804,0,LOW
228321_80BA6B820,0.31980237806004175,0,0.10574588,0.19136848626201108,0,LOW
11157_80D3B1880,0.2475037777335747,0,0.105725415,0.16243676012401995,0,LOW
24161_80E0D9750,0.5780490385075471,0,0.98620206,0.8229408521087989,1,CRITICAL
231706_810803F70,0.08993030960094336,0,0.10574602,0.0994197408347583,0,LOW
16431_809BA7B90,0.09867798914040521,0,0.11963967,0.11125499905953962,0,LOW
2952_80AE02A90,0.07697158563847548,0,0.10574602,0.09423625124977114,0,LOW
21745_8020912C0,0.06963514984364086,0,0.11963967,0.09963786334083388,0,LOW
10_800D494A0,0.8823522480344491,0,0.10574476,0.41638775624893976,0,MEDIUM
14325_812BC61A0,0.056807768371456874,0,0.10574602,0.0861707243429637,0,LOW
214_80C39B650,0.9999660437886084,1,0.8849536,0.9309586002661453,1,CRITICAL
16031_8033FAA10,0.061467868048090894,0,0.10574602,0.0880347642136173,0,LOW
25075_8126BDD10,0.1398074154383797,0,0.10574597,0.11937055336741045,0,LOW
241021_80F40A000,0.0810942036158914,0,0.10780936,0.09712330181388357,0,LOW
18097_80DB12EA0,0.9961954704359102,1,0.98625886,0.9902335187369556,1,CRITICAL
15085_806D9F4B0,0.21874383618645296,0,0.10574583,0.1509450322596726,0,LOW
1686_80C321F50,0.05851031411213061,0,0.10574602,0.0868517426392332,0,LOW
12_801C6F680,0.061467868048090894,0,0.11963967,0.09637095062261389,0,LOW
11_80EE7A9A0,0.11019285742013094,0,0.119639695,0.1158609612725911,0,LOW
233564_80DEDD840,0.09276813833314343,0,0.10574602,0.10055487232763832,0,LOW
112_80F20AC80,0.09417883949019414,0,0.10780936,0.10235715616360466,0,LOW
23833_8067AD0A0,0.9996532102026859,1,0.9862199,0.9915932496229141,1,CRITICAL
14_81021D750,0.21874383618645296,0,0.10826825,0.15245849104806752,0,LOW
8539_8094155B0,0.9996532102026859,1,0.9862199,0.9915932496229141,1,CRITICAL
229558_80F576F90,0.08968772909838074,0,0.10574602,0.09932270863373324,0,LOW
16011_802CEC130,0.08187642642653882,0,0.11963967,0.10453437397399307,0,LOW
141690_811E2AA20,0.09296581781584723,0,0.10574602,0.10063394412071985,0,LOW
20_8029B4B40,0.1032410281722624,0,0.11963969,0.11308022957344369,0,LOW
9608_812887F50,0.09984437400954967,0,0.10682983,0.10403565327270034,0,LOW
16586_803069DC0,0.0929303276091056,0,0.10574602,0.1006197480380232,0,LOW
254958_814011431,0.09649911823389815,0,0.12930417,0.11618215561913604,0,LOW
11974_804870280,0.08078070171862461,0,0.10574602,0.0957598976818308,0,LOW
25202_80948B400,0.08394203677924854,0,0.107598074,0.09813566345036977,0,LOW
5464_812126910,0.1003502808114285,0,0.119639695,0.11192393062911013,0,LOW
28237_80AA72BA0,0.9831875167812958,1,0.98623276,0.985014661253534,1,CRITICAL
17732_813E12C60,0.09349903494333706,0,0.10574602,0.10084723097171577,0,LOW
16163_80E49A210,0.1003502808114285,0,0.10574602,0.10358772931895235,0,LOW
15916_8031EF7E0,0.09602430586736657,0,0.10574602,0.10185733934132758,0,LOW
23842_8069FEB40,0.0930290784233634,0,0.10574602,0.1006592483637263,0,LOW
247207_8114F66F0,0.07637499438886353,0,0.10826862,0.09551117039586905,0,LOW
18511_803ADB150,0.06892037151512607,0,0.10574602,0.09101576560043138,0,LOW
2843_8095C26E0,0.12243224522521172,0,0.10574602,0.11242051508446564,0,LOW
1669_8078787B0,0.09984437400954967,0,0.119639695,0.1117215679083586,0,LOW
11157_80188A8E0,0.02989321992606368,0,0.88604933,0.543586909953,1,HIGH
21611_8031AB950,0.0930290784233634,0,0.10574602,0.1006592483637263,0,LOW
254242_8146DFBB1,0.07359696283631835,0,0.12930414,0.10702127110836233,0,LOW
12_800240F70,0.992710456823069,1,0.9862645,0.9888429107565714,1,CRITICAL
28800_81056F5A0,0.10540881175453308,0,0.10574602,0.10561114169619418,0,LOW
2591_807BCFA90,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
55188_81463D6D1,0.15533001849587588,0,0.12930347,0.1397140910408331,0,LOW
127593_80A95DF40,0.06273689235373085,0,0.10802691,0.08991090403049685,0,LOW
17615_8057B0A70,0.09340616030543121,0,0.11963967,0.10914626752555001,0,LOW
2053_8013E0670,0.0805519353873112,0,0.10574602,0.09566839114930543,0,LOW
228009_80A2214F0,0.12781323277962262,0,0.10802696,0.11594147000317595,0,LOW
219444_8104E12B0,0.12072735206015754,0,0.119639695,0.12007475912860174,0,LOW
13078_805351F40,0.09036078727037208,1,0.1075378,0.10066699852860173,0,LOW
13862_801B2FBA0,0.019524375195018234,0,0.119639695,0.07959356838254603,0,LOW
18475_803897310,0.07662812085642598,0,0.10682983,0.09474915201145086,0,LOW
114674_805858190,0.05945051320874102,0,0.10574602,0.08722782227787736,0,LOW
6179_8130A6B60,0.10656153936807489,0,0.10574602,0.1060722327416109,0,LOW
20486_808B56990,0.08884928375285693,0,0.10786657,0.1002596586934798,0,LOW
14277_807775BC0,0.09996110905782232,0,0.119639665,0.11176824702650646,0,LOW
4242_80AC9D760,0.08387224035881233,0,0.10574602,0.09699651313790589,0,LOW
7_804CBED00,0.10061397709052276,0,0.1075378,0.10476827445666198,0,LOW
20_80235D4F0,0.09993805232713483,0,0.10682983,0.10407312459973439,0,LOW
24963_80F7C7850,0.09272342460439288,0,0.119639695,0.10887318814629587,0,LOW
115642_805CAD530,0.9961954704359102,1,0.98625886,0.9902335187369556,1,CRITICAL
24856_8092D4EC0,0.10915887496107918,0,0.107598074,0.10822239872310202,0,LOW
222664_80EC6C050,0.09253701052425654,0,0.10574602,0.10046242120408358,0,LOW
128590_80A9953A0,0.1456456683648348,0,0.10802679,0.12307433992913247,0,LOW
8_8097352A0,0.09796265212819678,0,0.107598074,0.10374390958994906,0,LOW
18511_80BDD2840,0.1456456683648348,0,0.10574594,0.1217058321862507,0,LOW
16788_80A52FAC0,0.06273689235373085,0,0.10574602,0.08854237393587329,0,LOW
13037_811A0A3F0,0.09706700613936789,0,0.10574602,0.1022744194501281,0,LOW
21831_80C8A8AA0,1.0,1,0.98621964,0.9917317867279053,1,CRITICAL
14_810CDE9C0,0.162159901968268,0,0.108268484,0.1298250514712443,0,LOW
27995_80A9F45E0,0.05155104568398512,0,0.10778928,0.08529399105229583,0,LOW
323922_808B90020,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
33379_80755FF60,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
117453_80E39C490,0.27145892706342584,0,0.1057457,0.17203099410465578,0,LOW
239692_80EA93ED0,0.9999921041924502,1,0.95168734,0.9710092790205775,1,CRITICAL
134920_80CE821C0,0.36370937893312866,0,0.107266486,0.20984364745824216,0,LOW
3_8036E9D70,0.1184058721037329,0,0.10682986,0.11146026741153482,0,LOW
28_80CC3D2F0,0.21129739039065196,0,0.2407899,0.22899291119147044,0,LOW
13862_801E7C2B0,0.09292355010551452,0,0.11963969,0.10895323834674453,0,LOW
1_8031732C0,0.005612283124209612,0,0.8627926,0.5199204918438917,1,HIGH
5329_8080BFD90,0.1122661877194925,0,0.119639695,0.11669029339233572,0,LOW
20226_80D16C4A0,0.09033780354619964,0,0.10574602,0.0995827384128608,0,LOW
1299_80257B610,0.11171857144210176,0,0.119639665,0.11647123198021825,0,LOW
22957_8085D4AB0,0.9961954704359102,1,0.98625886,0.9902335187369556,1,CRITICAL
228054_80B2CB870,0.0824329839869975,0,0.10802696,0.0977893704861259,0,LOW
20_80822F5B0,0.14740609901219687,0,0.11963964,0.13074622810709507,0,LOW
27140_8124C5C00,0.061467868048090894,0,0.11963967,0.09637095062261389,0,LOW
210690_8041670A0,0.10685480299315168,0,0.10776151,0.10739882702716713,0,LOW
37693_804A59560,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
4503_805EDCF20,0.09094492896152305,0,0.10574602,0.09982558857899018,0,LOW
219157_80716EA50,0.162159901968268,0,0.107761875,0.1295210901346316,0,LOW
116425_806BF67E0,0.14740609901219687,0,0.107761964,0.1236196211062673,0,LOW
219444_8070ED960,0.34299858026952423,1,0.9021424,0.6784848873347079,1,HIGH
6276_80A3B80A0,0.061467868048090894,0,0.10574602,0.0880347642136173,0,LOW
241485_80FD9E510,0.15779968863921082,0,0.10574597,0.12656746264774288,0,LOW
123102_81162B030,0.019524375195018234,0,0.10574602,0.07125736707238825,0,LOW
10614_811CE4C90,0.11734333127933468,0,0.10574602,0.11038494950611483,0,LOW
908_8024AA250,0.12535679651743803,0,0.10574602,0.11359033560135617,0,LOW
16333_808A01740,0.12535679651743803,0,0.10574602,0.11359033560135617,0,LOW
11296_802742B50,0.0861967381549193,0,0.10574602,0.09792631225634868,0,LOW
1_800BA6480,1.0,1,0.9862586,0.991755211353302,1,CRITICAL
3346_8001B1E80,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
1601_802E46610,0.16060324656477862,0,0.10574597,0.12768888581797,0,LOW
121415_80BCEB150,0.07545006579252249,0,0.119639695,0.10196384462154773,0,LOW
1047_8012F5350,0.10061397709052276,0,0.10574602,0.10369320783059005,0,LOW
6129_802B8C6E0,0.07637499438886353,0,0.10574602,0.09399761474992636,0,LOW
11_8002D9F80,0.15779175823678593,1,0.8149812,0.5521054604281983,1,HIGH
248332_8119C60D0,0.11002405581868784,0,0.108268596,0.10897078006663757,0,LOW
5627_803626A10,0.06117912218349736,0,0.10682974,0.08856949293763464,0,LOW
9608_80389ED60,0.09438020120346188,0,0.10682978,0.10184994689736224,0,LOW
210_8094B34B0,0.14127486781401502,0,0.10759799,0.12106874371021217,0,LOW
228101_80AC47570,0.09317510989265966,0,0.10802696,0.10208622084839078,0,LOW
135034_80CFBDEB0,0.059544683270524,0,0.10727043,0.08818013102724952,0,LOW
18180_8133BD470,0.08765461638820787,0,0.119639695,0.10684566485982189,0,LOW
214529_8122BBF10,0.06117912218349736,0,0.10753769,0.08899426543862646,0,LOW
241801_80EDA6740,0.08862322581698942,0,0.10574602,0.09889690732117673,0,LOW
142836_80FDD81A0,0.10269479808194878,0,0.10826843,0.1060389801143942,0,LOW
221891_80D31C550,0.09317510989265966,0,0.10574602,0.10071766095144483,0,LOW
240018_80FC6D090,0.0810942036158914,0,0.10780936,0.09712330181388357,0,LOW
113090_8058E5560,0.09063776523604979,0,0.1075378,0.1007777897148728,0,LOW
18097_80D9ADCD0,0.05423649033113306,0,0.10682983,0.08579249980133369,0,LOW
14387_8084FB5B0,0.9961954704359102,1,0.98625886,0.9902335187369556,1,CRITICAL
224555_8131D9FD0,0.4856128343816022,0,0.11963283,0.2660248393366901,0,MEDIUM
18405_806FD7DE0,0.6640474640727398,1,0.84449154,0.7723139581442022,1,CRITICAL
214_80CD62000,0.056807768371456874,0,0.24079305,0.16719893993010282,0,LOW
3045_803BB2BF0,0.0861967381549193,0,0.119639695,0.10626251356650646,0,LOW
41213_812E61D00,0.07821261023599353,0,0.119639695,0.10306886239893615,0,LOW
112064_804B685F0,0.09103835960936366,0,0.1075378,0.10093802746419835,0,LOW
310801_80B19F020,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
17425_804122320,0.09338597216123803,0,0.10574602,0.10080200585887616,0,LOW
36056_8143E6700,0.9961954704359102,1,0.98625886,0.9902335187369556,1,CRITICAL
18405_80649E970,0.1456456683648348,0,0.107761875,0.1229153966932583,0,LOW
8_809A69210,0.0810942036158914,0,0.107598074,0.09699653018502691,0,LOW
1588_801250B70,0.504666103113987,0,0.9084414,0.746931307788411,1,HIGH
29788_80389F930,0.09218261708619026,0,0.10682981,0.10097093560219537,0,LOW
2439_804E34F00,0.0497085756347067,0,0.10574602,0.08333104724826364,0,LOW
10057_804617DA0,0.08078070171862461,0,0.10776158,0.09696923122083989,0,LOW
224555_813196C00,0.10061397709052276,0,0.119639695,0.11202940914074783,0,LOW
11474_800BBF440,0.23978670432257668,1,0.10574583,0.15936217951412207,0,LOW
233564_811759140,0.06648970382038394,0,0.10574602,0.09004349852253453,0,LOW
34541_8088CB910,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
15747_8104363A0,0.05423649033113306,0,0.10574602,0.08514221312683418,0,LOW
218989_80C860830,0.019524375195018234,0,0.10682986,0.07190766864804896,0,LOW
1412_800A4FAA0,0.0497085756347067,0,0.10574602,0.08333104724826364,0,LOW
238845_80E96BA30,0.10166117377085823,0,0.10780936,0.1053500898758703,0,LOW
16941_80C23BD90,0.10205296942710913,0,0.119639695,0.11260500607538237,0,LOW
153827_814055791,0.1452435372389582,0,0.12930413,0.13567989341883768,0,LOW
1522_801348970,0.99,1,0.95906055,0.9714363536834717,1,CRITICAL
138395_80FCD1D70,0.09048710526045671,0,0.10780936,0.1008804624717097,0,LOW
1665_804A6DE30,0.10061397709052276,0,0.119639695,0.11202940914074783,0,LOW
1665_8069F5270,0.0930290784233634,0,0.10574602,0.1006592483637263,0,LOW
1411_80A5E39F0,0.08007752099563689,0,0.10574602,0.09547862539263571,0,LOW
150202_813184290,0.11252656623453883,0,0.119639665,0.11679442989719307,0,LOW
113_81008D660,0.10269479808194878,0,0.10826843,0.1060389801143942,0,LOW
17327_8051DD8F0,0.3888005120299768,0,0.10574169,0.21896522155374334,0,LOW
113744_80B0CE170,0.8286260786338656,1,0.82412696,0.8259266306036317,1,CRITICAL
4503_80822CD40,0.0932357438540814,0,0.10574602,0.10074191453601351,0,LOW
11642_80E157A30,0.12484890213452565,0,0.10574602,0.11338717784819122,0,LOW
11296_800C08200,0.3768913831207549,1,0.9138869,0.6990887079991259,1,HIGH
150240_8129B4A30,0.0497085756347067,0,0.13734525,0.10229058439673928,0,LOW
14387_80D120E30,0.15533001849587588,0,0.1057457,0.12557943067763577,0,LOW
22736_80AC99EE0,0.06273689235373085,0,0.10574602,0.08854237393587329,0,LOW
3144_801BEF160,0.28415874297062577,0,0.105745815,0.1771109875227611,0,LOW
28183_8033ADF60,0.09680080488230307,0,0.119639695,0.11050414025745996,0,LOW
2454_8019E7780,0.09464999175203583,0,0.10574602,0.10130761369519528,0,LOW
23555_80A3CA2E0,0.05566415178290055,0,0.119639695,0.09404947901769894,0,LOW
1688_800871500,0.1124584941331682,0,0.10574588,0.10843093269126167,0,LOW
28694_810C520D0,0.09484728924641601,0,0.10574602,0.10138653269294737,0,LOW
138349_80FBB0860,0.1161186187545949,0,0.119639695,0.11823126580637669,0,LOW
410_8132FF790,0.09036078727037208,0,0.11963967,0.10792811831152638,0,LOW
5140_8052C3ED0,0.1867628476627614,1,0.8688356,0.5960065278056441,1,HIGH
1686_800D38370,0.09996110905782232,0,0.10574602,0.10343206061750988,0,LOW
130219_80E0E2950,0.0795693336528053,0,0.10574602,0.09527535045550307,0,LOW
9571_8039639B0,0.09180021803747958,0,0.10682983,0.1008179908838723,0,LOW
122405_808E7AF30,0.08765461638820787,0,0.10786659,0.09978180664878139,0,LOW
240018_80EE4E8B0,0.09357449637110332,0,0.10780934,0.10211540401480715,0,LOW
24840_8026410C0,0.0930290784233634,0,0.119639695,0.10899544967388408,0,LOW
23731_808B564F0,0.9961954704359102,1,0.98625886,0.9902335187369556,1,CRITICAL
1244_800A494C0,0.06895766239927677,0,0.10574602,0.09103068195409166,0,LOW
27621_80A1484F0,0.08675405430642362,0,0.10802696,0.09951779861389635,0,LOW
19_8096751E0,0.9999660437886084,1,0.8477797,0.9086542441679702,1,CRITICAL
28_806309C80,0.15953323546038167,0,0.10776191,0.12847044588321882,0,LOW
2053_808DEFD80,0.07662812085642598,0,0.10574602,0.09409886533695135,0,LOW
27_80B7586A0,0.15097842617062657,0,0.24079229,0.2048667560149349,0,LOW
325506_80B4811F0,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
32245_80A5910D0,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
217125_806D8A320,0.38094975509877166,0,0.10775778,0.21703457269523607,0,LOW
141700_80FD02F00,0.06552721386675539,0,0.10780934,0.09089649101306797,0,LOW
13969_81223EDF0,0.9999110260319226,1,0.9774575,0.9864389482621954,1,CRITICAL
10813_8046FB010,0.08428008433189135,0,0.107761554,0.0983689693649854,0,LOW
3881_8029EE0E0,0.06003691035604685,0,0.11963969,0.09579858244695746,0,LOW
15_813B4FFD1,0.1392478557471046,0,0.12930402,0.13328156121745147,0,LOW
16871_80478A370,0.10078627494227427,0,0.119639695,0.11209832828144844,0,LOW
148785_812410AA0,0.05566415178290055,0,0.13734525,0.10467281485601682,0,LOW
231786_8122FA8B0,0.07100960339953008,0,0.10574602,0.09185145835419298,0,LOW
220_801A56C20,0.2891859579268654,0,0.10574539,0.1791216201855167,0,LOW
222819_8087440A0,0.133691301034092,0,0.10786655,0.11819645070481263,0,LOW
210319_804038CD0,0.08428008433189135,0,0.107761554,0.0983689693649854,0,LOW
135104_80D764270,0.3160747695043445,0,0.107269205,0.1907914353638792,0,LOW
114674_80C389E70,0.07750927583039183,0,0.10574602,0.09445132732653769,0,LOW
15_8000A5950,0.061467868048090894,0,0.10802693,0.08940330920940207,0,LOW
21641_8145D1670,0.08614641026087638,0,0.107761554,0.0991154997365794,0,LOW
1411_80F0FD9E0,0.09103835960936366,0,0.10574602,0.09986296083812642,0,LOW
18049_806E568F0,0.09103835960936366,0,0.119639695,0.10819916214828419,0,LOW
127760_80D3382E0,0.9996532102026859,1,0.9862199,0.9915932496229141,1,CRITICAL
20248_80BA04CF0,0.15032602789599717,0,0.119639695,0.1319142294629376,0,LOW
313183_80562CCB0,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
32464_8136717A0,0.4183009772744551,0,0.10574263,0.23076597389566003,0,LOW
15_803840AD0,0.06569540613794839,0,0.107761554,0.09093509808740821,0,LOW
1501_801C04E20,0.9999707453916741,1,0.98625875,0.9917435691146164,1,CRITICAL
8771_803B32620,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
44565_81067FD80,0.057058475549233045,0,0.10826862,0.08778456286001686,0,LOW
33679_8082EC7C0,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
18324_80D2DC7D0,0.9999921041924502,1,0.9840561,0.990430558450967,1,CRITICAL
27995_80AA85A50,0.05945051320874102,0,0.10802696,0.08859638217482331,0,LOW
137218_80E62AF40,0.9961954704359102,1,0.98625886,0.9902335187369556,1,CRITICAL
4_80389DC90,0.07821261023599353,0,0.10682986,0.09538296266443907,0,LOW
11030_804733C10,0.0497085756347067,0,0.10574602,0.08333104724826364,0,LOW
236684_81272ECF0,0.06552721386675539,0,0.10574602,0.08965850254108311,0,LOW
4_80E6CF070,0.08428008433189135,0,0.10682981,0.09780992250047582,0,LOW
240304_80F54D8B0,0.0861967381549193,0,0.10780936,0.09916431562949474,0,LOW
1024_8028EA3B0,0.10286542676489054,0,0.119639695,0.11292998901049495,0,LOW
13516_801B00C00,0.15925377192742313,0,0.119639695,0.13548532707550798,0,LOW
23885_802593340,0.09724940816620016,0,0.10574602,0.10234738026086102,0,LOW
244818_81052AE70,0.1283690948875168,0,0.10826862,0.11630881059533035,0,LOW
15695_80B4DF330,0.13310126472489056,0,0.10574591,0.1166880558291118,0,LOW
19_80A23E4A0,0.8286260786338656,1,0.82412696,0.8259266306036317,1,CRITICAL
12_8007DF5C0,0.061467868048090894,0,0.11963967,0.09637095062261389,0,LOW
220504_807EDDFF0,0.08463713286187492,0,0.10786659,0.09857481323824821,0,LOW
316638_8071DB6D0,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
32071_8011393B0,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
228101_80AA2F350,0.06117912218349736,0,0.10802684,0.08928775870950048,0,LOW
3514_800E849E0,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
218502_806DC29C0,0.11235220908343414,0,0.10776203,0.1095981023876652,0,LOW
16_80534C060,1.0,1,0.98621964,0.9917317867279053,1,CRITICAL
11107_803A076C0,0.4164129352280583,0,0.105744615,0.23001194916999682,0,LOW
220_81342EEC1,0.9660591322163947,0,0.12930036,0.4640038664333108,0,MEDIUM
341753_80F441010,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
116843_80714C080,0.08756966795900246,0,0.10776206,0.09968510828963431,0,LOW
339664_80F01A770,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
13659_805055B20,0.08214669732484434,0,0.1075378,0.09738136255039062,0,LOW
18324_807D4FDD0,0.15097842617062657,0,0.10574574,0.12383881609927785,0,LOW
115159_80BF76730,1.0,1,0.98621964,0.9917317867279053,1,CRITICAL
214322_813C05860,0.06648970382038394,0,0.119639695,0.0983796998326923,0,LOW
12_805D658A0,0.09272342460439288,0,0.1075378,0.10161205346221003,0,LOW
18097_81417A7F0,0.06273689235373085,0,0.10682978,0.08919262335746982,0,LOW
122702_80F258D80,0.9305250779104969,1,0.10574476,0.4356568881993588,0,MEDIUM
219077_8078A15A0,0.07726260494131254,0,0.11963967,0.10268884537990255,0,LOW
11657_808171160,0.9961954704359102,1,0.98625886,0.9902335187369556,1,CRITICAL
1_8001715F0,0.05851031411213061,0,0.10574602,0.0868517426392332,0,LOW
1501_80EC24800,0.08756966795900246,0,0.119639695,0.10681168548813971,0,LOW
220541_807C36910,1.0,1,0.98621964,0.9917317867279053,1,CRITICAL
222_811E8F3D0,0.07584988773644341,0,0.13734522,0.11274709433627277,0,LOW
25534_8095DBC60,0.30636138046757244,0,0.107581094,0.18709320853144273,0,LOW
11974_8052AB750,0.061467868048090894,0,0.10574602,0.0880347642136173,0,LOW
254242_81429AD31,0.09724940816620016,0,0.12930414,0.11648224924031506,0,LOW
28800_8071177E0,0.08765461638820787,0,0.10574602,0.09850946354966411,0,LOW
14_800368A20,0.11187962863439194,0,0.10682981,0.10884974022147605,0,LOW
22_801C1C380,0.06003691035604685,0,0.11963969,0.09579858244695746,0,LOW
122094_811B16C70,0.22084023450348036,0,0.11963788,0.16011882432116373,0,LOW
4766_812604A60,0.8286260786338656,1,0.82412696,0.8259266306036317,1,CRITICAL
28800_80600C810,0.08147794529943049,0,0.10574602,0.09603879511415314,0,LOW
13078_805470980,0.14472913377702418,0,0.10753766,0.12241424772429539,0,LOW
19477_809448500,0.2538176897414531,0,0.10682919,0.16562459213527064,0,LOW
15447_8066D4B40,0.09167393148353058,0,0.10574602,0.10011718958779318,0,LOW
24850_801FD8260,0.07545006579252249,0,0.119639695,0.10196384462154773,0,LOW
24850_8026B7850,0.08387224035881233,0,0.11963969,0.10533271444806366,0,LOW
140522_80F9EA940,0.09276813833314343,0,0.10682986,0.10120517390329903,0,LOW
130425_811CE44B0,0.09048710526045671,0,0.10574602,0.09964245909856365,0,LOW
1547_804892A90,0.08502136810304307,0,0.11963967,0.10579235064459477,0,LOW
2947_802E8B2A0,0.41295461070061795,0,0.8822053,0.6945050645332379,1,HIGH
1490_808631950,0.8286260786338656,1,0.82412696,0.8259266306036317,1,CRITICAL
3655_802B4A510,0.08675405430642362,0,0.119639695,0.10648544002710818,0,LOW
16163_80B599B50,0.09036078727037208,0,0.10574602,0.0995919319025298,0,LOW
18428_80AB2A540,0.09649911823389815,0,0.119639695,0.11038346559809799,0,LOW
5627_80B1296D0,0.9961954704359102,1,0.98625886,0.9902335187369556,1,CRITICAL
154518_81460B6E1,0.019524375195018234,0,0.12930417,0.08539225840358408,0,LOW
513_8065FF830,0.056807768371456874,0,0.10574602,0.0861707243429637,0,LOW
243254_80FBD7380,0.09563110010420586,0,0.10574602,0.1017000570360633,0,LOW
3698_808D6DD30,0.22625815794033705,0,0.10574497,0.15395024687116504,0,LOW
16788_805B40B80,0.061467868048090894,0,0.10574602,0.0880347642136173,0,LOW
239604_80E5C8D70,0.11392725097447819,0,0.10780925,0.11025645370209292,0,LOW
220_813DCADB1,0.146263910782522,0,0.12930395,0.13608793852813483,0,LOW
44054_811A0BFC0,0.10649809895297065,0,0.10574602,0.10604685657556921,0,LOW
11157_808335B30,0.06648970382038394,0,0.10574602,0.09004349852253453,0,LOW
220572_8080E0CF0,0.08078070171862461,0,0.10786659,0.09703224078094808,0,LOW
219077_809FAC450,0.06391770834448375,0,0.119639695,0.09735090164233223,0,LOW
121987_808389A80,0.07541696282573478,0,0.10786659,0.09488674522379215,0,LOW
22164_8041D5F30,0.1003502808114285,0,0.10574602,0.10358772931895235,0,LOW
21749_802601DB0,0.11090529079894286,0,0.119639695,0.11614593462411588,0,LOW
1916_8011E7290,0.0956751914469624,0,0.11963967,0.1100538799821625,0,LOW
44565_8119184E0,0.35960639766194996,0,0.10826314,0.2088004459990604,0,LOW
213_8096BD760,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
7675_8054121A0,0.09602430586736657,0,0.11963967,0.11019352575032416,0,LOW
21940_800CEE5B0,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
13184_8055D39C0,0.08578060136901547,0,0.1075378,0.09883492416805907,0,LOW
332894_80F6ACE10,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
3242_8055AB3B0,0.08765461638820787,0,0.10574602,0.09850946354966411,0,LOW
22758_811D00440,0.05423649033113306,0,0.11963969,0.09347841443699195,0,LOW
14254_8120281F0,0.20350350298830613,0,0.11963877,0.15318466815689702,0,LOW
220_810EB4590,0.09090165044896012,0,0.10826862,0.1013218328199077,0,LOW
45279_811328E90,0.10205296942710913,0,0.10826862,0.10578236041116729,0,LOW
15_803FD86D0,0.07630872474996499,0,0.107761554,0.09518042553221484,0,LOW
513_8022BD400,0.06963514984364086,0,0.10574602,0.0913016769318373,0,LOW
125811_809CD8EE0,0.08394203677924854,0,0.107598074,0.09813566345036977,0,LOW
9691_80391ECD0,0.07359696283631835,0,0.10682983,0.0935366888034078,0,LOW
133540_80DCD9450,0.0861506848745475,0,0.119639695,0.10624409225435773,0,LOW
134920_80CE2A050,0.0930290784233634,0,0.10727043,0.10157388908838527,0,LOW
12_8050D1AD0,0.4000133981562305,0,0.10753171,0.2245243920984526,0,LOW
220504_80835E9D0,0.0887117053925805,0,0.10786659,0.10020464225053044,0,LOW
6156_807D668B0,0.4096562946791966,0,0.98744917,0.7563320312879689,1,CRITICAL
125305_809D4D0C0,0.08699209052702886,0,0.107598074,0.0993556849494819,0,LOW
111326_80C14E920,0.10263527841912143,0,0.119639695,0.11283792967218731,0,LOW
